"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: threadCount"
"benchmarks.SynchronizationBenchmarkTest.testAtomic","thrpt",8,30.000000,14886431.408584,67965.766179,"ops/s",8
"benchmarks.SynchronizationBenchmarkTest.testNonVolatileNumber","thrpt",8,30.000000,4021277.791525,95601.481566,"ops/s",8
"benchmarks.SynchronizationBenchmarkTest.testVolatile","thrpt",8,30.000000,2417031.611656,281848.364684,"ops/s",8
